0,28.8
0.001,26.7
0.002,24.8
0.003,23.8
0.004,23.6
0.005,23.7
0.006,23.7
0.007,23.7
0.008,23.8
0.009,24.4
0.01,25.4
0.011,26.5
0.012,27.4
0.013,27.9
0.014,28.3
0.015,28.6
0.016,28.9
0.017,28.9
0.018,28.5
